,Case Type,Count,Date,Province/State,State Abbr,Country/Region,Location Name,State Index,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
1702,Recovered,0.0,2/20/2020,San Mateo, CA,US,,,,,,,,
1703,Recovered,0.0,2/20/2020,Sonoma County, CA,US,,,,,,,,
1704,Recovered,0.0,2/20/2020,Berkeley, CA,US,,,,,,,,
1705,Recovered,0.0,2/20/2020,Orange County, CA,US,,,,,,,,
1706,Recovered,0.0,2/20/2020,Contra Costa County, CA,US,,,,,,,,
1707,Recovered,0.0,2/21/2020,Los Angeles, CA,US,,,,,,,,
1708,Recovered,1.0,2/21/2020,Santa Clara, CA,US,,,,,,,,
1709,Recovered,0.0,2/21/2020,San Benito, CA,US,,,,,,,,
1710,Recovered,1.0,2/21/2020,San Diego County, CA,US,,,,,,,,
1711,Recovered,0.0,2/21/2020,Humboldt County, CA,US,,,,,,,,
1712,Recovered,0.0,2/21/2020,Sacramento County, CA,US,,,,,,,,
1713,Recovered,0.0,2/21/2020,Placer County, CA,US,,,,,,,,
1714,Recovered,0.0,2/21/2020,San Mateo, CA,US,,,,,,,,
1715,Recovered,0.0,2/21/2020,Sonoma County, CA,US,,,,,,,,
1716,Recovered,0.0,2/21/2020,Berkeley, CA,US,,,,,,,,
1717,Recovered,0.0,2/21/2020,Orange County, CA,US,,,,,,,,
1718,Recovered,0.0,2/21/2020,Contra Costa County, CA,US,,,,,,,,
1719,Recovered,0.0,2/22/2020,Los Angeles, CA,US,,,,,,,,
1720,Recovered,0.0,2/22/2020,Santa Clara, CA,US,,,,,,,,
1721,Recovered,0.0,2/22/2020,San Benito, CA,US,,,,,,,,
1722,Recovered,0.0,2/22/2020,San Diego County, CA,US,,,,,,,,
1723,Recovered,0.0,2/22/2020,Humboldt County, CA,US,,,,,,,,
1724,Recovered,0.0,2/22/2020,Sacramento County, CA,US,,,,,,,,
1725,Recovered,0.0,2/22/2020,Placer County, CA,US,,,,,,,,
1726,Recovered,0.0,2/22/2020,San Mateo, CA,US,,,,,,,,
1727,Recovered,0.0,2/22/2020,Sonoma County, CA,US,,,,,,,,
1728,Recovered,0.0,2/22/2020,Berkeley, CA,US,,,,,,,,
1729,Recovered,0.0,2/22/2020,Orange County, CA,US,,,,,,,,
1730,Recovered,0.0,2/22/2020,Contra Costa County, CA,US,,,,,,,,
1731,Recovered,0.0,2/23/2020,Los Angeles, CA,US,,,,,,,,
1732,Recovered,0.0,2/23/2020,Santa Clara, CA,US,,,,,,,,
1733,Recovered,0.0,2/23/2020,San Benito, CA,US,,,,,,,,
1734,Recovered,0.0,2/23/2020,San Diego County, CA,US,,,,,,,,
1735,Recovered,0.0,2/23/2020,Humboldt County, CA,US,,,,,,,,
1736,Recovered,0.0,2/23/2020,Sacramento County, CA,US,,,,,,,,
1737,Recovered,0.0,2/23/2020,Placer County, CA,US,,,,,,,,
1738,Recovered,0.0,2/23/2020,San Mateo, CA,US,,,,,,,,
1739,Recovered,0.0,2/23/2020,Sonoma County, CA,US,,,,,,,,
1740,Recovered,0.0,2/23/2020,Berkeley, CA,US,,,,,,,,
1741,Recovered,0.0,2/23/2020,Orange County, CA,US,,,,,,,,
1742,Recovered,0.0,2/23/2020,Contra Costa County, CA,US,,,,,,,,
1743,Recovered,0.0,2/24/2020,Los Angeles, CA,US,,,,,,,,
1744,Recovered,0.0,2/24/2020,Santa Clara, CA,US,,,,,,,,
1745,Recovered,0.0,2/24/2020,San Benito, CA,US,,,,,,,,
1746,Recovered,0.0,2/24/2020,San Diego County, CA,US,,,,,,,,
1747,Recovered,0.0,2/24/2020,Humboldt County, CA,US,,,,,,,,
1748,Recovered,0.0,2/24/2020,Sacramento County, CA,US,,,,,,,,
1749,Recovered,0.0,2/24/2020,Placer County, CA,US,,,,,,,,
1750,Recovered,0.0,2/24/2020,San Mateo, CA,US,,,,,,,,
1751,Recovered,0.0,2/24/2020,Sonoma County, CA,US,,,,,,,,
1752,Recovered,0.0,2/24/2020,Berkeley, CA,US,,,,,,,,
1753,Recovered,0.0,2/24/2020,Orange County, CA,US,,,,,,,,
1754,Recovered,0.0,2/24/2020,Contra Costa County, CA,US,,,,,,,,
1755,Recovered,0.0,2/25/2020,Los Angeles, CA,US,,,,,,,,
1756,Recovered,0.0,2/25/2020,Santa Clara, CA,US,,,,,,,,
1757,Recovered,0.0,2/25/2020,San Benito, CA,US,,,,,,,,
1758,Recovered,0.0,2/25/2020,San Diego County, CA,US,,,,,,,,
1759,Recovered,0.0,2/25/2020,Humboldt County, CA,US,,,,,,,,
1760,Recovered,0.0,2/25/2020,Sacramento County, CA,US,,,,,,,,
1761,Recovered,0.0,2/25/2020,Placer County, CA,US,,,,,,,,
1762,Recovered,0.0,2/25/2020,San Mateo, CA,US,,,,,,,,
1763,Recovered,0.0,2/25/2020,Sonoma County, CA,US,,,,,,,,
1764,Recovered,0.0,2/25/2020,Berkeley, CA,US,,,,,,,,
1765,Recovered,0.0,2/25/2020,Orange County, CA,US,,,,,,,,
1766,Recovered,0.0,2/25/2020,Contra Costa County, CA,US,,,,,,,,
1767,Recovered,0.0,2/26/2020,Los Angeles, CA,US,,,,,,,,
1768,Recovered,0.0,2/26/2020,Santa Clara, CA,US,,,,,,,,
1769,Recovered,0.0,2/26/2020,San Benito, CA,US,,,,,,,,
1770,Recovered,0.0,2/26/2020,San Diego County, CA,US,,,,,,,,
1771,Recovered,0.0,2/26/2020,Humboldt County, CA,US,,,,,,,,
1772,Recovered,0.0,2/26/2020,Sacramento County, CA,US,,,,,,,,
1773,Recovered,0.0,2/26/2020,Placer County, CA,US,,,,,,,,
1774,Recovered,0.0,2/26/2020,San Mateo, CA,US,,,,,,,,
1775,Recovered,0.0,2/26/2020,Sonoma County, CA,US,,,,,,,,
1776,Recovered,0.0,2/26/2020,Berkeley, CA,US,,,,,,,,
1777,Recovered,0.0,2/26/2020,Orange County, CA,US,,,,,,,,
1778,Recovered,0.0,2/26/2020,Contra Costa County, CA,US,,,,,,,,
1779,Recovered,0.0,2/27/2020,Los Angeles, CA,US,,,,,,,,
1780,Recovered,0.0,2/27/2020,Santa Clara, CA,US,,,,,,,,
1781,Recovered,0.0,2/27/2020,San Benito, CA,US,,,,,,,,
1782,Recovered,0.0,2/27/2020,San Diego County, CA,US,,,,,,,,
1783,Recovered,0.0,2/27/2020,Humboldt County, CA,US,,,,,,,,
1784,Recovered,0.0,2/27/2020,Sacramento County, CA,US,,,,,,,,
1785,Recovered,0.0,2/27/2020,Placer County, CA,US,,,,,,,,
1786,Recovered,0.0,2/27/2020,San Mateo, CA,US,,,,,,,,
1787,Recovered,0.0,2/27/2020,Sonoma County, CA,US,,,,,,,,
1788,Recovered,0.0,2/27/2020,Berkeley, CA,US,,,,,,,,
1789,Recovered,0.0,2/27/2020,Orange County, CA,US,,,,,,,,
1790,Recovered,0.0,2/27/2020,Contra Costa County, CA,US,,,,,,,,
1791,Recovered,0.0,2/28/2020,Los Angeles, CA,US,,,,,,,,
1792,Recovered,0.0,2/28/2020,Santa Clara, CA,US,,,,,,,,
1793,Recovered,0.0,2/28/2020,San Benito, CA,US,,,,,,,,
1794,Recovered,0.0,2/28/2020,San Diego County, CA,US,,,,,,,,
1795,Recovered,0.0,2/28/2020,Humboldt County, CA,US,,,,,,,,
1796,Recovered,0.0,2/28/2020,Sacramento County, CA,US,,,,,,,,
1797,Recovered,0.0,2/28/2020,Placer County, CA,US,,,,,,,,
1798,Recovered,0.0,2/28/2020,San Mateo, CA,US,,,,,,,,
1799,Recovered,0.0,2/28/2020,Sonoma County, CA,US,,,,,,,,
1800,Recovered,0.0,2/28/2020,Berkeley, CA,US,,,,,,,,
1801,Recovered,0.0,2/28/2020,Orange County, CA,US,,,,,,,,
1802,Recovered,0.0,2/28/2020,Contra Costa County, CA,US,,,,,,,,
1803,Recovered,0.0,2/29/2020,Los Angeles, CA,US,,,,,,,,
1804,Recovered,0.0,2/29/2020,Santa Clara, CA,US,,,,,,,,
1805,Recovered,0.0,2/29/2020,San Benito, CA,US,,,,,,,,
1806,Recovered,0.0,2/29/2020,San Diego County, CA,US,,,,,,,,
1807,Recovered,0.0,2/29/2020,Humboldt County, CA,US,,,,,,,,
1808,Recovered,0.0,2/29/2020,Sacramento County, CA,US,,,,,,,,
1809,Recovered,0.0,2/29/2020,Placer County, CA,US,,,,,,,,
1810,Recovered,0.0,2/29/2020,San Mateo, CA,US,,,,,,,,
1811,Recovered,0.0,2/29/2020,Sonoma County, CA,US,,,,,,,,
1812,Recovered,0.0,2/29/2020,Berkeley, CA,US,,,,,,,,
1813,Recovered,0.0,2/29/2020,Orange County, CA,US,,,,,,,,
1814,Recovered,0.0,2/29/2020,Contra Costa County, CA,US,,,,,,,,
1815,Recovered,0.0,2/3/2020,Los Angeles, CA,US,,,,,,,,
1816,Recovered,0.0,2/3/2020,Santa Clara, CA,US,,,,,,,,
1817,Recovered,0.0,2/3/2020,San Benito, CA,US,,,,,,,,
1818,Recovered,0.0,2/3/2020,San Diego County, CA,US,,,,,,,,
1819,Recovered,0.0,2/3/2020,Humboldt County, CA,US,,,,,,,,
1820,Recovered,0.0,2/3/2020,Sacramento County, CA,US,,,,,,,,
1821,Recovered,0.0,2/3/2020,Placer County, CA,US,,,,,,,,
1822,Recovered,0.0,2/3/2020,San Mateo, CA,US,,,,,,,,
1823,Recovered,0.0,2/3/2020,Sonoma County, CA,US,,,,,,,,
1824,Recovered,0.0,2/3/2020,Berkeley, CA,US,,,,,,,,
1825,Recovered,0.0,2/3/2020,Orange County, CA,US,,,,,,,,
1826,Recovered,0.0,2/3/2020,Contra Costa County, CA,US,,,,,,,,
1827,Recovered,0.0,2/4/2020,Los Angeles, CA,US,,,,,,,,
1828,Recovered,0.0,2/4/2020,Santa Clara, CA,US,,,,,,,,
1829,Recovered,0.0,2/4/2020,San Benito, CA,US,,,,,,,,
1830,Recovered,0.0,2/4/2020,San Diego County, CA,US,,,,,,,,
1831,Recovered,0.0,2/4/2020,Humboldt County, CA,US,,,,,,,,
1832,Recovered,0.0,2/4/2020,Sacramento County, CA,US,,,,,,,,
1833,Recovered,0.0,2/4/2020,Placer County, CA,US,,,,,,,,
1834,Recovered,0.0,2/4/2020,San Mateo, CA,US,,,,,,,,
1835,Recovered,0.0,2/4/2020,Sonoma County, CA,US,,,,,,,,
1836,Recovered,0.0,2/4/2020,Berkeley, CA,US,,,,,,,,
1837,Recovered,0.0,2/4/2020,Orange County, CA,US,,,,,,,,
1838,Recovered,0.0,2/4/2020,Contra Costa County, CA,US,,,,,,,,
1839,Recovered,0.0,2/5/2020,Los Angeles, CA,US,,,,,,,,
1840,Recovered,0.0,2/5/2020,Santa Clara, CA,US,,,,,,,,
1841,Recovered,0.0,2/5/2020,San Benito, CA,US,,,,,,,,
1842,Recovered,0.0,2/5/2020,San Diego County, CA,US,,,,,,,,
1843,Recovered,0.0,2/5/2020,Humboldt County, CA,US,,,,,,,,
1844,Recovered,0.0,2/5/2020,Sacramento County, CA,US,,,,,,,,
1845,Recovered,0.0,2/5/2020,Placer County, CA,US,,,,,,,,
1846,Recovered,0.0,2/5/2020,San Mateo, CA,US,,,,,,,,
1847,Recovered,0.0,2/5/2020,Sonoma County, CA,US,,,,,,,,
1848,Recovered,0.0,2/5/2020,Berkeley, CA,US,,,,,,,,
1849,Recovered,0.0,2/5/2020,Orange County, CA,US,,,,,,,,
1850,Recovered,0.0,2/5/2020,Contra Costa County, CA,US,,,,,,,,
1851,Recovered,0.0,2/6/2020,Los Angeles, CA,US,,,,,,,,
1852,Recovered,0.0,2/6/2020,Santa Clara, CA,US,,,,,,,,
1853,Recovered,0.0,2/6/2020,San Benito, CA,US,,,,,,,,
1854,Recovered,0.0,2/6/2020,San Diego County, CA,US,,,,,,,,
1855,Recovered,0.0,2/6/2020,Humboldt County, CA,US,,,,,,,,
1856,Recovered,0.0,2/6/2020,Sacramento County, CA,US,,,,,,,,
1857,Recovered,0.0,2/6/2020,Placer County, CA,US,,,,,,,,
1858,Recovered,0.0,2/6/2020,San Mateo, CA,US,,,,,,,,
1859,Recovered,0.0,2/6/2020,Sonoma County, CA,US,,,,,,,,
1860,Recovered,0.0,2/6/2020,Berkeley, CA,US,,,,,,,,
1861,Recovered,0.0,2/6/2020,Orange County, CA,US,,,,,,,,
1862,Recovered,0.0,2/6/2020,Contra Costa County, CA,US,,,,,,,,
1863,Recovered,0.0,2/7/2020,Los Angeles, CA,US,,,,,,,,
1864,Recovered,0.0,2/7/2020,Santa Clara, CA,US,,,,,,,,
1865,Recovered,0.0,2/7/2020,San Benito, CA,US,,,,,,,,
1866,Recovered,0.0,2/7/2020,San Diego County, CA,US,,,,,,,,
1867,Recovered,0.0,2/7/2020,Humboldt County, CA,US,,,,,,,,
1868,Recovered,0.0,2/7/2020,Sacramento County, CA,US,,,,,,,,
1869,Recovered,0.0,2/7/2020,Placer County, CA,US,,,,,,,,
1870,Recovered,0.0,2/7/2020,San Mateo, CA,US,,,,,,,,
1871,Recovered,0.0,2/7/2020,Sonoma County, CA,US,,,,,,,,
1872,Recovered,0.0,2/7/2020,Berkeley, CA,US,,,,,,,,
1873,Recovered,0.0,2/7/2020,Orange County, CA,US,,,,,,,,
1874,Recovered,0.0,2/7/2020,Contra Costa County, CA,US,,,,,,,,
1875,Recovered,0.0,2/8/2020,Los Angeles, CA,US,,,,,,,,
1876,Recovered,0.0,2/8/2020,Santa Clara, CA,US,,,,,,,,
1877,Recovered,0.0,2/8/2020,San Benito, CA,US,,,,,,,,
1878,Recovered,0.0,2/8/2020,San Diego County, CA,US,,,,,,,,
1879,Recovered,0.0,2/8/2020,Humboldt County, CA,US,,,,,,,,
1880,Recovered,0.0,2/8/2020,Sacramento County, CA,US,,,,,,,,
1881,Recovered,0.0,2/8/2020,Placer County, CA,US,,,,,,,,
1882,Recovered,0.0,2/8/2020,San Mateo, CA,US,,,,,,,,
1883,Recovered,0.0,2/8/2020,Sonoma County, CA,US,,,,,,,,
1884,Recovered,0.0,2/8/2020,Berkeley, CA,US,,,,,,,,
1885,Recovered,0.0,2/8/2020,Orange County, CA,US,,,,,,,,
1886,Recovered,0.0,2/8/2020,Contra Costa County, CA,US,,,,,,,,
1887,Recovered,0.0,2/9/2020,Los Angeles, CA,US,,,,,,,,
1888,Recovered,0.0,2/9/2020,Santa Clara, CA,US,,,,,,,,
1889,Recovered,0.0,2/9/2020,San Benito, CA,US,,,,,,,,
1890,Recovered,0.0,2/9/2020,San Diego County, CA,US,,,,,,,,
1891,Recovered,0.0,2/9/2020,Humboldt County, CA,US,,,,,,,,
1892,Recovered,0.0,2/9/2020,Sacramento County, CA,US,,,,,,,,
1893,Recovered,0.0,2/9/2020,Placer County, CA,US,,,,,,,,
1894,Recovered,0.0,2/9/2020,San Mateo, CA,US,,,,,,,,
1895,Recovered,0.0,2/9/2020,Sonoma County, CA,US,,,,,,,,
1896,Recovered,0.0,2/9/2020,Berkeley, CA,US,,,,,,,,
1897,Recovered,0.0,2/9/2020,Orange County, CA,US,,,,,,,,
1898,Recovered,0.0,2/9/2020,Contra Costa County, CA,US,,,,,,,,
1899,Recovered,0.0,3/1/2020,Los Angeles, CA,US,,,,,,,,
1900,Recovered,0.0,3/1/2020,Santa Clara, CA,US,,,,,,,,
1901,Recovered,0.0,3/1/2020,San Benito, CA,US,,,,,,,,
1902,Recovered,0.0,3/1/2020,San Diego County, CA,US,,,,,,,,
1903,Recovered,0.0,3/1/2020,Humboldt County, CA,US,,,,,,,,
1904,Recovered,0.0,3/1/2020,Sacramento County, CA,US,,,,,,,,
1905,Recovered,0.0,3/1/2020,Placer County, CA,US,,,,,,,,
1906,Recovered,0.0,3/1/2020,San Mateo, CA,US,,,,,,,,
1907,Recovered,0.0,3/1/2020,Sonoma County, CA,US,,,,,,,,
1908,Recovered,0.0,3/1/2020,Berkeley, CA,US,,,,,,,,
1909,Recovered,0.0,3/1/2020,Orange County, CA,US,,,,,,,,
1910,Recovered,0.0,3/1/2020,Contra Costa County, CA,US,,,,,,,,
1911,Recovered,0.0,3/2/2020,Los Angeles, CA,US,,,,,,,,
1912,Recovered,0.0,3/2/2020,Santa Clara, CA,US,,,,,,,,
1913,Recovered,0.0,3/2/2020,San Benito, CA,US,,,,,,,,
1914,Recovered,0.0,3/2/2020,San Diego County, CA,US,,,,,,,,
1915,Recovered,0.0,3/2/2020,Humboldt County, CA,US,,,,,,,,
1916,Recovered,0.0,3/2/2020,Sacramento County, CA,US,,,,,,,,
1917,Recovered,0.0,3/2/2020,Placer County, CA,US,,,,,,,,
1918,Recovered,0.0,3/2/2020,San Mateo, CA,US,,,,,,,,
1919,Recovered,0.0,3/2/2020,Sonoma County, CA,US,,,,,,,,
1920,Recovered,0.0,3/2/2020,Berkeley, CA,US,,,,,,,,
1921,Recovered,0.0,3/2/2020,Orange County, CA,US,,,,,,,,
1922,Recovered,0.0,3/2/2020,Contra Costa County, CA,US,,,,,,,,
1923,Recovered,0.0,3/3/2020,Los Angeles, CA,US,,,,,,,,
1924,Recovered,0.0,3/3/2020,Santa Clara, CA,US,,,,,,,,
1925,Recovered,0.0,3/3/2020,San Benito, CA,US,,,,,,,,
1926,Recovered,0.0,3/3/2020,San Diego County, CA,US,,,,,,,,
1927,Recovered,0.0,3/3/2020,Humboldt County, CA,US,,,,,,,,
1928,Recovered,0.0,3/3/2020,Sacramento County, CA,US,,,,,,,,
1929,Recovered,0.0,3/3/2020,Placer County, CA,US,,,,,,,,
1930,Recovered,0.0,3/3/2020,San Mateo, CA,US,,,,,,,,
1931,Recovered,0.0,3/3/2020,Sonoma County, CA,US,,,,,,,,
1932,Recovered,0.0,3/3/2020,Berkeley, CA,US,,,,,,,,
1933,Recovered,0.0,3/3/2020,Orange County, CA,US,,,,,,,,
1934,Recovered,0.0,3/3/2020,Contra Costa County, CA,US,,,,,,,,
1935,Confirmed,6.0,3/4/2020,Los Angeles, CA,US,,,,,,,,
1936,Confirmed,0.0,3/4/2020,Santa Clara, CA,US,,,,,,,,
1937,Confirmed,0.0,3/4/2020,San Benito, CA,US,,,,,,,,
1938,Confirmed,0.0,3/4/2020,San Diego County, CA,US,,,,,,,,
1939,Confirmed,0.0,3/4/2020,Humboldt County, CA,US,,,,,,,,
1940,Confirmed,0.0,3/4/2020,Sacramento County, CA,US,,,,,,,,
1941,Confirmed,1.0,3/4/2020,Placer County, CA,US,,,,,,,,
1942,Confirmed,0.0,3/4/2020,San Mateo, CA,US,,,,,,,,
1943,Confirmed,0.0,3/4/2020,Sonoma County, CA,US,,,,,,,,
1944,Confirmed,0.0,3/4/2020,Berkeley, CA,US,,,,,,,,
1945,Confirmed,2.0,3/4/2020,Orange County, CA,US,,,,,,,,
1946,Confirmed,1.0,3/4/2020,Contra Costa County, CA,US,,,,,,,,
1947,Confirmed,0.0,1/22/2020,Los Angeles, CA,US,,,,,,,,
1948,Confirmed,0.0,1/22/2020,Santa Clara, CA,US,,,,,,,,
1949,Confirmed,0.0,1/22/2020,San Benito, CA,US,,,,,,,,
1950,Confirmed,0.0,1/22/2020,San Diego County, CA,US,,,,,,,,
1951,Confirmed,0.0,1/22/2020,Humboldt County, CA,US,,,,,,,,
1952,Confirmed,0.0,1/22/2020,Sacramento County, CA,US,,,,,,,,
1953,Confirmed,0.0,1/22/2020,Placer County, CA,US,,,,,,,,
1954,Confirmed,0.0,1/22/2020,San Mateo, CA,US,,,,,,,,
1955,Confirmed,0.0,1/22/2020,Sonoma County, CA,US,,,,,,,,
1956,Confirmed,0.0,1/22/2020,Berkeley, CA,US,,,,,,,,
1957,Confirmed,0.0,1/22/2020,Orange County, CA,US,,,,,,,,
1958,Confirmed,0.0,1/22/2020,Contra Costa County, CA,US,,,,,,,,
1959,Confirmed,0.0,1/23/2020,Los Angeles, CA,US,,,,,,,,
1960,Confirmed,0.0,1/23/2020,Santa Clara, CA,US,,,,,,,,
1961,Confirmed,0.0,1/23/2020,San Benito, CA,US,,,,,,,,
1962,Confirmed,0.0,1/23/2020,San Diego County, CA,US,,,,,,,,
1963,Confirmed,0.0,1/23/2020,Humboldt County, CA,US,,,,,,,,
1964,Confirmed,0.0,1/23/2020,Sacramento County, CA,US,,,,,,,,
1965,Confirmed,0.0,1/23/2020,Placer County, CA,US,,,,,,,,
1966,Confirmed,0.0,1/23/2020,San Mateo, CA,US,,,,,,,,
1967,Confirmed,0.0,1/23/2020,Sonoma County, CA,US,,,,,,,,
1968,Confirmed,0.0,1/23/2020,Berkeley, CA,US,,,,,,,,
1969,Confirmed,0.0,1/23/2020,Orange County, CA,US,,,,,,,,
1970,Confirmed,0.0,1/23/2020,Contra Costa County, CA,US,,,,,,,,
1971,Confirmed,0.0,1/24/2020,Los Angeles, CA,US,,,,,,,,
1972,Confirmed,0.0,1/24/2020,Santa Clara, CA,US,,,,,,,,
1973,Confirmed,0.0,1/24/2020,San Benito, CA,US,,,,,,,,
1974,Confirmed,0.0,1/24/2020,San Diego County, CA,US,,,,,,,,
1975,Confirmed,0.0,1/24/2020,Humboldt County, CA,US,,,,,,,,
1976,Confirmed,0.0,1/24/2020,Sacramento County, CA,US,,,,,,,,
1977,Confirmed,0.0,1/24/2020,Placer County, CA,US,,,,,,,,
1978,Confirmed,0.0,1/24/2020,San Mateo, CA,US,,,,,,,,
1979,Confirmed,0.0,1/24/2020,Sonoma County, CA,US,,,,,,,,
1980,Confirmed,0.0,1/24/2020,Berkeley, CA,US,,,,,,,,
1981,Confirmed,0.0,1/24/2020,Orange County, CA,US,,,,,,,,
1982,Confirmed,0.0,1/24/2020,Contra Costa County, CA,US,,,,,,,,
1983,Confirmed,0.0,1/25/2020,Los Angeles, CA,US,,,,,,,,
1984,Confirmed,0.0,1/25/2020,Santa Clara, CA,US,,,,,,,,
1985,Confirmed,0.0,1/25/2020,San Benito, CA,US,,,,,,,,
1986,Confirmed,0.0,1/25/2020,San Diego County, CA,US,,,,,,,,
1987,Confirmed,0.0,1/25/2020,Humboldt County, CA,US,,,,,,,,
1988,Confirmed,0.0,1/25/2020,Sacramento County, CA,US,,,,,,,,
1989,Confirmed,0.0,1/25/2020,Placer County, CA,US,,,,,,,,
1990,Confirmed,0.0,1/25/2020,San Mateo, CA,US,,,,,,,,
1991,Confirmed,0.0,1/25/2020,Sonoma County, CA,US,,,,,,,,
1992,Confirmed,0.0,1/25/2020,Berkeley, CA,US,,,,,,,,
1993,Confirmed,0.0,1/25/2020,Orange County, CA,US,,,,,,,,
1994,Confirmed,0.0,1/25/2020,Contra Costa County, CA,US,,,,,,,,
1995,Confirmed,1.0,1/26/2020,Los Angeles, CA,US,,,,,,,,
1996,Confirmed,0.0,1/26/2020,Santa Clara, CA,US,,,,,,,,
1997,Confirmed,0.0,1/26/2020,San Benito, CA,US,,,,,,,,
1998,Confirmed,0.0,1/26/2020,San Diego County, CA,US,,,,,,,,
1999,Confirmed,0.0,1/26/2020,Humboldt County, CA,US,,,,,,,,
2000,Confirmed,0.0,1/26/2020,Sacramento County, CA,US,,,,,,,,
2001,Confirmed,0.0,1/26/2020,Placer County, CA,US,,,,,,,,
2002,Confirmed,0.0,1/26/2020,San Mateo, CA,US,,,,,,,,
2003,Confirmed,0.0,1/26/2020,Sonoma County, CA,US,,,,,,,,
2004,Confirmed,0.0,1/26/2020,Berkeley, CA,US,,,,,,,,
2005,Confirmed,1.0,1/26/2020,Orange County, CA,US,,,,,,,,
2006,Confirmed,0.0,1/26/2020,Contra Costa County, CA,US,,,,,,,,
2007,Confirmed,0.0,1/27/2020,Los Angeles, CA,US,,,,,,,,
2008,Confirmed,0.0,1/27/2020,Santa Clara, CA,US,,,,,,,,
2009,Confirmed,0.0,1/27/2020,San Benito, CA,US,,,,,,,,
2010,Confirmed,0.0,1/27/2020,San Diego County, CA,US,,,,,,,,
2011,Confirmed,0.0,1/27/2020,Humboldt County, CA,US,,,,,,,,
2012,Confirmed,0.0,1/27/2020,Sacramento County, CA,US,,,,,,,,
2013,Confirmed,0.0,1/27/2020,Placer County, CA,US,,,,,,,,
2014,Confirmed,0.0,1/27/2020,San Mateo, CA,US,,,,,,,,
2015,Confirmed,0.0,1/27/2020,Sonoma County, CA,US,,,,,,,,
2016,Confirmed,0.0,1/27/2020,Berkeley, CA,US,,,,,,,,
2017,Confirmed,0.0,1/27/2020,Orange County, CA,US,,,,,,,,
2018,Confirmed,0.0,1/27/2020,Contra Costa County, CA,US,,,,,,,,
2019,Confirmed,0.0,1/28/2020,Los Angeles, CA,US,,,,,,,,
2020,Confirmed,0.0,1/28/2020,Santa Clara, CA,US,,,,,,,,
2021,Confirmed,0.0,1/28/2020,San Benito, CA,US,,,,,,,,
2022,Confirmed,0.0,1/28/2020,San Diego County, CA,US,,,,,,,,
2023,Confirmed,0.0,1/28/2020,Humboldt County, CA,US,,,,,,,,
2024,Confirmed,0.0,1/28/2020,Sacramento County, CA,US,,,,,,,,
2025,Confirmed,0.0,1/28/2020,Placer County, CA,US,,,,,,,,
2026,Confirmed,0.0,1/28/2020,San Mateo, CA,US,,,,,,,,
2027,Confirmed,0.0,1/28/2020,Sonoma County, CA,US,,,,,,,,
2028,Confirmed,0.0,1/28/2020,Berkeley, CA,US,,,,,,,,
2029,Confirmed,0.0,1/28/2020,Orange County, CA,US,,,,,,,,
2030,Confirmed,0.0,1/28/2020,Contra Costa County, CA,US,,,,,,,,
2031,Confirmed,0.0,1/29/2020,Los Angeles, CA,US,,,,,,,,
2032,Confirmed,0.0,1/29/2020,Santa Clara, CA,US,,,,,,,,
2033,Confirmed,0.0,1/29/2020,San Benito, CA,US,,,,,,,,
2034,Confirmed,0.0,1/29/2020,San Diego County, CA,US,,,,,,,,
2035,Confirmed,0.0,1/29/2020,Humboldt County, CA,US,,,,,,,,
2036,Confirmed,0.0,1/29/2020,Sacramento County, CA,US,,,,,,,,
2037,Confirmed,0.0,1/29/2020,Placer County, CA,US,,,,,,,,
2038,Confirmed,0.0,1/29/2020,San Mateo, CA,US,,,,,,,,
2039,Confirmed,0.0,1/29/2020,Sonoma County, CA,US,,,,,,,,
2040,Confirmed,0.0,1/29/2020,Berkeley, CA,US,,,,,,,,
2041,Confirmed,0.0,1/29/2020,Orange County, CA,US,,,,,,,,
2042,Confirmed,0.0,1/29/2020,Contra Costa County, CA,US,,,,,,,,
2043,Confirmed,0.0,1/30/2020,Los Angeles, CA,US,,,,,,,,
2044,Confirmed,0.0,1/30/2020,Santa Clara, CA,US,,,,,,,,
2045,Confirmed,0.0,1/30/2020,San Benito, CA,US,,,,,,,,
2046,Confirmed,0.0,1/30/2020,San Diego County, CA,US,,,,,,,,
2047,Confirmed,0.0,1/30/2020,Humboldt County, CA,US,,,,,,,,
2048,Confirmed,0.0,1/30/2020,Sacramento County, CA,US,,,,,,,,
2049,Confirmed,0.0,1/30/2020,Placer County, CA,US,,,,,,,,
2050,Confirmed,0.0,1/30/2020,San Mateo, CA,US,,,,,,,,
2051,Confirmed,0.0,1/30/2020,Sonoma County, CA,US,,,,,,,,
2052,Confirmed,0.0,1/30/2020,Berkeley, CA,US,,,,,,,,
2053,Confirmed,0.0,1/30/2020,Orange County, CA,US,,,,,,,,
2054,Confirmed,0.0,1/30/2020,Contra Costa County, CA,US,,,,,,,,
2055,Confirmed,0.0,1/31/2020,Los Angeles, CA,US,,,,,,,,
2056,Confirmed,1.0,1/31/2020,Santa Clara, CA,US,,,,,,,,
2057,Confirmed,0.0,1/31/2020,San Benito, CA,US,,,,,,,,
2058,Confirmed,0.0,1/31/2020,San Diego County, CA,US,,,,,,,,
2059,Confirmed,0.0,1/31/2020,Humboldt County, CA,US,,,,,,,,
2060,Confirmed,0.0,1/31/2020,Sacramento County, CA,US,,,,,,,,
